customer_id,transaction_date,monetary_value
C0461,2023-07-11,69.97
C0461,2023-08-10,91.51
C0461,2023-08-13,32.38
C0461,2023-09-05,67.81
C0461,2023-12-01,176.64
C0462,2023-02-02,9.69
C0462,2023-04-12,64.03
C0462,2023-05-31,102.8
C0462,2023-07-26,81.77
C0462,2023-09-11,24.72
C0462,2023-10-01,26.99
C0462,2023-12-28,59.07
C0463,2023-02-15,48.02
C0464,2023-04-09,115.55
C0464,2023-09-26,14.13
C0464,2023-10-10,141.19
C0464,2023-10-19,44.75
C0465,2023-02-11,68.8
C0465,2023-07-08,28.29
C0465,2023-07-21,117.03
C0465,2023-07-25,231.18
C0465,2023-10-10,68.8
C0465,2023-11-18,38.31
C0465,2023-12-10,13.19
C0466,2023-01-23,38.55
C0466,2023-03-26,189.82
C0466,2023-09-08,59.67
C0466,2023-09-10,33.06
C0466,2023-09-21,102.22
C0466,2023-11-19,204.32
C0466,2023-12-25,97.8
C0467,2023-05-12,51.58
C0467,2023-05-29,43.66
C0467,2023-08-18,44.92
C0467,2023-09-23,36.54
C0467,2023-10-01,42.35
C0467,2023-12-21,21.08
C0468,2023-01-04,71.83
C0468,2023-01-10,69.42
C0468,2023-01-30,83.93
C0468,2023-03-15,87.16
C0468,2023-03-22,88.56
C0468,2023-06-23,102.8
C0468,2023-10-12,38.97
C0469,2023-01-10,40.02
C0469,2023-01-25,59.66
C0469,2023-05-14,56.11
C0469,2023-07-22,226.19
C0469,2023-11-01,34.16
C0469,2023-11-04,33.67
C0469,2023-12-31,64.52
C0470,2023-09-29,57.46
C0470,2023-10-01,10.71
C0471,2023-09-18,45.2
C0472,2023-05-28,58.57
C0472,2023-08-05,61.38
C0472,2023-08-10,68.12
C0472,2023-09-04,80.48
C0472,2023-11-18,166.06
C0473,2023-01-29,87.51
C0474,2023-07-03,75.52
C0474,2023-08-30,2.71
C0474,2023-11-30,68.79
C0474,2023-12-04,30.44
C0475,2023-02-12,34.5
C0475,2023-04-10,71.83
C0475,2023-04-21,105.32
C0475,2023-05-21,130.85
C0475,2023-10-01,45.12
C0475,2023-11-08,69.85
C0476,2023-02-01,28.06
C0476,2023-03-13,81.96
C0476,2023-08-09,200.81
C0477,2023-02-11,86.63
C0477,2023-05-29,46.26
C0477,2023-06-27,37.64
C0477,2023-07-03,169.9
C0477,2023-07-17,219.82
C0477,2023-09-22,83.87
C0477,2023-10-26,35.8
C0478,2023-02-03,72.7
C0478,2023-03-24,21.78
C0478,2023-04-07,52.31
C0478,2023-07-01,188.92
C0478,2023-08-08,17.46
C0478,2023-09-12,70.63
C0479,2023-10-23,55.18
C0480,2023-02-25,50.26
C0480,2023-05-02,33.69
C0480,2023-09-29,82.28
C0480,2023-10-04,117.81
C0480,2023-11-23,210.21
C0481,2023-01-07,83.01
C0481,2023-07-08,122.69
C0481,2023-07-13,26.03
C0482,2023-03-21,78.02
C0482,2023-09-05,145.25
C0483,2023-04-18,49.44
C0483,2023-05-19,200.64
C0483,2023-07-28,93.12
C0483,2023-09-30,104.94
C0483,2023-10-23,30.61
C0484,2023-02-26,29.78
C0485,2023-11-20,107.76
C0486,2023-02-02,57.36
C0486,2023-02-02,146.32
C0486,2023-05-04,30.5
C0486,2023-06-06,47.04
C0486,2023-08-06,73.05
C0486,2023-12-17,31.01
C0487,2023-11-19,48.1
C0488,2023-04-22,135.52
C0488,2023-07-23,57.23
C0489,2023-01-24,66.89
C0489,2023-01-24,87.23
C0489,2023-08-07,19.45
C0489,2023-08-08,100.29
C0490,2023-03-02,51.51
C0490,2023-04-15,170.56
C0490,2023-06-06,53.6
C0490,2023-08-21,8.2
C0491,2023-05-27,14.54
C0491,2023-07-25,31.93
C0491,2023-10-12,27.38
C0491,2023-11-11,50.0
C0491,2023-12-10,51.57
C0492,2023-03-22,45.71
C0492,2023-06-08,163.44
C0492,2023-06-19,27.61
C0492,2023-10-19,62.05
C0493,2023-08-07,91.67
C0494,2023-03-20,92.6
C0494,2023-12-19,42.39
C0495,2023-04-16,41.29
C0495,2023-04-28,33.82
C0495,2023-05-22,54.94
C0495,2023-11-08,174.15
C0495,2023-12-08,165.11
C0496,2023-01-27,69.65
C0496,2023-03-12,71.82
C0496,2023-06-01,20.48
C0496,2023-06-13,107.31
C0496,2023-08-07,12.12
C0496,2023-11-28,79.75
C0497,2023-12-16,34.18
C0498,2023-03-07,65.28
C0498,2023-04-14,130.76
C0498,2023-04-30,70.28
C0498,2023-06-24,210.85
C0498,2023-06-27,55.43
C0498,2023-09-15,89.78
C0499,2023-01-02,98.54
C0499,2023-01-14,100.36
C0499,2023-03-14,41.52
C0499,2023-03-25,81.29
C0499,2023-04-27,62.38
C0499,2023-06-03,34.21
C0499,2023-10-22,43.92
C0500,2023-01-18,60.62
C0500,2023-03-18,45.94
C0500,2023-05-31,20.49
C0500,2023-07-26,125.71
C0500,2023-08-13,10.92
C0500,2023-12-08,53.83
C0501,2023-01-02,39.75
C0501,2023-01-27,104.34
C0501,2023-04-16,119.88
C0501,2023-04-22,61.44
C0501,2023-07-16,33.38
C0501,2023-08-05,19.51
C0502,2023-02-16,49.67
C0502,2023-04-19,207.16
C0502,2023-05-13,59.49
C0502,2023-08-23,40.26
C0502,2023-11-04,101.26
C0502,2023-12-15,91.5
C0503,2023-07-05,21.69
C0503,2023-09-21,26.46
C0504,2023-01-12,55.48
C0504,2023-02-27,58.94
C0504,2023-03-29,97.42
C0504,2023-06-21,77.11
C0504,2023-12-12,89.92
C0505,2023-02-06,96.78
C0505,2023-04-01,82.45
C0505,2023-05-07,26.58
C0505,2023-09-04,104.08
C0505,2023-11-02,34.23
C0506,2023-01-15,86.46
C0506,2023-05-20,32.28
C0506,2023-06-30,22.06
C0506,2023-08-09,212.27
C0506,2023-12-26,172.53
C0507,2023-01-07,7.0
C0507,2023-07-04,121.94
C0507,2023-08-04,99.91
C0507,2023-12-07,137.78
C0508,2023-02-13,56.56
C0508,2023-06-26,84.22
C0508,2023-06-29,54.49
C0509,2023-04-14,36.19
C0509,2023-06-09,208.58
C0510,2023-02-26,30.62
C0510,2023-03-08,11.22
C0511,2023-01-22,57.59
C0511,2023-10-22,66.12
C0512,2023-01-07,43.5
C0512,2023-06-26,54.42
C0512,2023-08-14,37.07
C0512,2023-08-25,83.4
C0512,2023-08-27,84.81
C0513,2023-03-11,53.53
C0513,2023-04-25,89.36
C0513,2023-06-27,66.31
C0513,2023-12-30,79.9
C0513,2023-12-31,40.01
C0514,2023-01-25,122.5
C0514,2023-07-28,69.2
C0514,2023-09-10,57.84
C0514,2023-10-21,51.64
C0515,2023-01-02,99.38
C0515,2023-03-14,132.19
C0515,2023-07-12,70.94
C0515,2023-07-22,46.09
C0515,2023-10-06,35.14
C0515,2023-11-29,65.48
C0515,2023-12-01,35.77
C0516,2023-04-25,31.5
C0516,2023-05-30,124.77
C0516,2023-06-18,120.73
C0516,2023-07-09,15.43
C0516,2023-08-01,52.8
C0516,2023-09-24,53.61
C0516,2023-10-28,111.69
C0517,2023-08-27,7.64
C0517,2023-12-18,30.95
C0518,2023-03-25,66.71
C0518,2023-08-05,6.29
C0518,2023-10-09,139.79
C0518,2023-10-12,27.91
C0518,2023-12-03,70.57
C0519,2023-08-21,54.78
C0519,2023-09-26,89.22
C0520,2023-05-20,44.1
C0520,2023-06-16,36.96
C0520,2023-10-18,132.22
C0521,2023-01-05,199.61
C0521,2023-06-10,71.67
C0521,2023-07-20,128.74
C0521,2023-12-22,36.85
C0522,2023-05-04,69.97
C0522,2023-07-18,118.18
C0523,2023-01-09,79.11
C0523,2023-01-21,23.52
C0523,2023-08-07,71.18
C0523,2023-09-11,22.18
C0523,2023-10-12,39.99
C0523,2023-10-29,125.45
C0523,2023-12-20,131.36
C0524,2023-05-10,34.93
C0524,2023-05-21,69.6
C0524,2023-06-26,80.86
C0525,2023-06-07,48.5
C0525,2023-08-29,71.63
C0526,2023-03-17,89.14
C0526,2023-04-14,104.36
C0526,2023-07-03,24.07
C0526,2023-07-18,63.84
C0526,2023-12-13,7.46
C0527,2023-06-07,56.19
C0528,2023-09-02,59.73
C0529,2023-01-12,55.92
C0529,2023-10-16,11.95
C0530,2023-02-13,77.05
C0530,2023-04-28,18.88
C0530,2023-08-10,168.49
C0530,2023-09-02,107.94
C0530,2023-11-13,135.3
C0530,2023-12-22,155.77
C0531,2023-03-27,210.65
C0531,2023-05-09,110.17
C0531,2023-07-09,23.4
C0532,2023-02-16,78.8
C0532,2023-05-08,32.18
C0532,2023-06-05,200.25
C0532,2023-10-30,105.98
C0533,2023-03-03,83.21
C0533,2023-03-13,100.8
C0533,2023-10-05,62.06
C0533,2023-12-12,133.11
C0533,2023-12-26,23.03
C0534,2023-04-19,80.62
C0534,2023-07-09,28.81
C0535,2023-02-02,33.01
C0535,2023-03-05,27.15
C0535,2023-05-28,133.47
C0535,2023-06-07,42.04
C0535,2023-08-03,15.55
C0535,2023-12-27,72.35
C0536,2023-01-07,145.61
C0536,2023-02-16,115.35
C0536,2023-10-24,19.36
C0537,2023-03-06,18.84
C0537,2023-03-21,9.09
C0537,2023-05-13,298.89
C0537,2023-08-06,30.24
C0537,2023-09-02,76.34
C0537,2023-12-21,46.37
C0538,2023-02-24,140.87
C0538,2023-08-27,260.41
C0539,2023-04-15,21.22
C0539,2023-09-01,57.41
C0540,2023-01-02,53.84
C0540,2023-07-09,156.32
C0540,2023-11-11,93.73
C0541,2023-02-12,87.26
C0541,2023-06-09,77.91
C0541,2023-07-15,20.89
C0541,2023-08-26,45.94
C0542,2023-01-15,90.57
C0542,2023-07-23,111.34
C0542,2023-08-12,172.3
C0542,2023-11-01,101.31
C0542,2023-11-13,55.79
C0542,2023-11-26,65.87
C0543,2023-06-10,4.79
C0544,2023-10-24,60.77
C0545,2023-02-09,97.9
C0545,2023-05-03,27.54
C0545,2023-05-26,97.79
C0545,2023-07-27,68.69
C0545,2023-10-22,99.44
C0546,2023-05-04,72.64
C0546,2023-06-28,107.06
C0546,2023-06-30,101.01
C0546,2023-10-08,80.42
C0546,2023-12-17,70.06
C0547,2023-07-19,22.38
C0547,2023-08-02,105.36
C0548,2023-01-14,100.31
C0548,2023-02-24,49.6
C0548,2023-03-13,17.3
C0548,2023-06-16,54.69
C0548,2023-06-29,72.79
C0548,2023-10-29,32.19
C0548,2023-10-31,15.66
C0549,2023-07-05,74.68
C0549,2023-07-12,36.59
C0549,2023-10-23,80.49
C0550,2023-04-11,154.22
C0550,2023-05-05,111.61
C0550,2023-09-25,229.18
C0550,2023-10-31,56.15
C0551,2023-01-01,35.77
C0551,2023-02-13,66.82
C0551,2023-06-02,91.76
C0551,2023-07-15,79.49
C0551,2023-09-04,30.13
C0551,2023-09-24,90.71
C0552,2023-11-03,85.38
C0552,2023-11-06,79.15
C0553,2023-03-07,129.46
C0553,2023-03-31,34.6
C0553,2023-05-25,74.22
C0553,2023-06-13,126.28
C0553,2023-11-26,216.47
C0554,2023-05-29,73.96
C0555,2023-04-29,60.23
C0555,2023-06-28,52.96
C0555,2023-08-09,63.1
C0556,2023-03-19,48.35
C0556,2023-05-10,33.92
C0557,2023-01-27,80.05
C0557,2023-01-27,108.36
C0557,2023-02-23,108.18
C0557,2023-08-05,218.79
C0558,2023-04-12,50.51
C0558,2023-05-11,81.26
C0558,2023-07-02,156.31
C0558,2023-08-23,265.39
C0558,2023-09-10,95.15
C0558,2023-10-11,67.2
C0558,2023-11-14,102.41
C0559,2023-03-03,164.87
C0559,2023-04-10,87.96
C0559,2023-07-02,29.76
C0559,2023-08-15,75.38
C0559,2023-09-20,53.15
C0560,2023-01-12,88.79
C0560,2023-01-18,75.46
C0560,2023-05-10,162.64
C0560,2023-08-24,22.9
C0560,2023-10-02,40.08
C0561,2023-01-20,24.79
C0561,2023-02-21,50.79
C0561,2023-02-22,171.53
C0561,2023-08-22,40.72
C0561,2023-09-11,17.43
C0562,2023-01-29,26.61
C0562,2023-03-18,32.94
C0562,2023-08-09,124.14
C0562,2023-08-31,91.56
C0562,2023-11-30,37.9
C0563,2023-06-12,272.96
C0564,2023-11-18,107.6
C0565,2023-01-06,154.13
C0565,2023-01-30,71.49
C0565,2023-07-30,49.38
C0565,2023-12-08,9.67
C0566,2023-01-10,3.0
C0566,2023-05-02,130.83
C0566,2023-05-05,58.77
C0566,2023-10-21,143.02
C0566,2023-11-24,219.5
C0567,2023-02-23,85.91
C0567,2023-03-16,109.98
C0567,2023-12-07,56.01
C0568,2023-01-08,148.01
C0568,2023-02-09,58.25
C0568,2023-02-12,32.3
C0568,2023-03-23,71.54
C0568,2023-04-04,111.58
C0568,2023-09-20,162.67
C0568,2023-11-08,41.56
C0569,2023-03-09,30.49
C0569,2023-05-24,54.6
C0569,2023-06-09,206.76
C0570,2023-01-25,82.35
C0570,2023-05-20,85.2
C0570,2023-06-10,131.36
C0570,2023-07-27,125.51
C0570,2023-09-10,28.11
C0570,2023-11-14,3.73
C0571,2023-01-06,58.62
C0571,2023-04-16,15.31
C0571,2023-05-30,22.48
C0571,2023-08-30,146.31
C0571,2023-11-18,89.38
C0572,2023-07-15,204.51
C0573,2023-02-04,94.27
C0573,2023-05-22,54.2
C0573,2023-06-01,289.64
C0573,2023-09-30,63.78
C0574,2023-07-03,99.89
C0575,2023-06-26,19.02
C0575,2023-09-16,13.97
C0575,2023-11-24,101.08
C0575,2023-12-25,104.75
C0576,2023-02-17,121.23
C0576,2023-05-25,6.48
C0576,2023-06-29,106.6
C0576,2023-10-18,27.06
C0576,2023-11-18,178.42
C0577,2023-01-30,28.42
C0577,2023-04-06,91.74
C0577,2023-10-09,97.69
C0577,2023-11-08,42.95
C0577,2023-11-12,50.44
C0577,2023-12-10,49.39
C0578,2023-03-18,8.15
C0578,2023-08-25,24.47
C0579,2023-01-21,141.01
C0579,2023-08-09,202.64
C0580,2023-03-31,82.14
C0580,2023-04-06,97.79
C0580,2023-08-03,72.04
C0580,2023-10-06,28.42
C0580,2023-11-24,14.05
C0580,2023-12-25,87.7
C0581,2023-03-22,135.39
C0581,2023-06-10,150.83
C0581,2023-10-13,55.41
C0582,2023-04-05,122.01
C0582,2023-07-24,28.96
C0582,2023-08-11,56.22
C0582,2023-08-17,33.65
C0582,2023-11-30,77.79
C0582,2023-12-17,40.68
C0583,2023-08-21,100.52
C0584,2023-04-10,27.84
C0584,2023-10-21,39.99
C0585,2023-03-25,36.43
C0585,2023-05-30,44.74
C0586,2023-01-22,96.35
C0586,2023-05-19,107.67
C0586,2023-08-11,41.97
C0586,2023-10-17,100.15
C0586,2023-11-07,62.1
C0586,2023-11-16,105.51
C0587,2023-11-14,96.28
C0588,2023-02-11,90.49
C0589,2023-03-27,77.05
C0589,2023-05-03,21.67
C0589,2023-05-26,103.13
C0589,2023-06-25,9.66
C0590,2023-02-17,55.15
C0590,2023-03-29,56.44
C0591,2023-08-02,44.69
C0591,2023-08-11,10.92
C0592,2023-09-27,58.67
C0593,2023-01-19,21.01
C0593,2023-08-30,54.32
C0593,2023-09-24,22.03
C0593,2023-12-13,23.57
C0594,2023-08-17,86.36
C0594,2023-09-07,9.78
C0595,2023-03-30,56.11
C0596,2023-10-17,37.21
C0597,2023-11-13,52.28
C0598,2023-07-27,28.37
C0599,2023-01-24,265.09
C0599,2023-02-13,23.18
C0599,2023-04-16,154.38
C0599,2023-05-25,89.21
C0599,2023-07-16,55.4
C0599,2023-12-18,141.16
C0600,2023-03-08,71.27
C0600,2023-05-21,55.92
C0600,2023-09-17,29.65
C0601,2023-01-08,103.23
C0601,2023-02-09,25.11
C0601,2023-03-14,50.6
C0601,2023-08-15,52.94
C0601,2023-08-26,39.65
C0601,2023-10-22,26.03
C0601,2023-12-27,41.61
C0602,2023-03-17,27.75
C0602,2023-04-26,38.78
C0602,2023-05-03,70.64
C0602,2023-05-18,57.85
C0602,2023-05-25,95.21
C0602,2023-09-05,34.23
C0602,2023-11-15,45.92
C0603,2023-02-08,45.37
C0603,2023-05-14,39.68
C0603,2023-09-09,82.9
C0603,2023-09-25,67.87
C0603,2023-11-24,10.5
C0604,2023-02-25,79.48
C0604,2023-08-18,62.11
C0604,2023-09-14,50.44
C0604,2023-09-17,86.35
C0604,2023-10-17,21.33
C0605,2023-03-16,55.42
C0605,2023-04-01,56.67
C0605,2023-09-19,51.33
C0605,2023-10-21,113.03
C0606,2023-01-26,15.68
C0606,2023-02-09,172.03
C0606,2023-05-06,71.58
C0606,2023-08-12,50.81
C0606,2023-09-12,61.75
C0607,2023-05-01,51.14
C0607,2023-08-03,63.19
C0607,2023-11-06,94.06
C0608,2023-01-11,87.5
C0608,2023-03-20,44.33
C0608,2023-04-05,45.61
C0608,2023-09-16,1.18
C0608,2023-10-15,133.37
C0608,2023-10-30,17.7
C0609,2023-01-22,161.62
C0609,2023-01-29,97.83
C0609,2023-02-08,28.02
C0609,2023-03-04,53.5
C0609,2023-03-09,23.82
C0609,2023-05-05,17.62
C0609,2023-07-18,37.65
C0610,2023-03-07,212.99
C0610,2023-06-20,46.38
C0610,2023-07-22,72.27
C0610,2023-10-14,130.58
C0610,2023-10-27,76.86
C0611,2023-12-31,13.62
C0612,2023-01-04,38.44
C0612,2023-08-17,61.4
C0612,2023-08-26,107.79
C0612,2023-09-14,227.69
C0613,2023-03-24,23.07
C0613,2023-06-04,67.62
C0613,2023-07-30,62.4
C0614,2023-02-02,15.09
C0614,2023-02-02,99.99
C0614,2023-08-06,117.44
C0614,2023-08-10,105.12
C0614,2023-12-17,64.92
C0615,2023-01-01,51.33
C0615,2023-01-25,101.83
C0615,2023-05-06,45.07
C0615,2023-06-04,148.38
C0615,2023-07-11,48.91
C0615,2023-10-31,3.78
C0615,2023-11-07,60.92
C0616,2023-03-07,96.57
C0616,2023-03-17,182.19
C0616,2023-04-09,98.66
C0616,2023-06-01,125.64
C0616,2023-06-01,98.23
C0616,2023-08-22,61.29
C0616,2023-08-27,87.85
C0617,2023-02-06,59.82
C0617,2023-04-23,116.08
C0617,2023-07-14,132.02
C0617,2023-08-22,51.04
C0617,2023-09-08,27.78
C0617,2023-10-04,14.28
C0617,2023-12-14,36.64
C0618,2023-01-07,30.9
C0618,2023-02-01,24.32
C0618,2023-10-19,211.7
C0618,2023-11-24,123.97
C0618,2023-12-08,120.97
C0619,2023-03-09,99.63
C0619,2023-04-16,27.07
C0619,2023-08-26,131.11
C0619,2023-12-01,61.5
C0620,2023-06-28,107.09
C0620,2023-08-30,192.08
C0620,2023-10-17,59.81
C0621,2023-01-07,11.14
C0621,2023-07-23,87.55
C0621,2023-08-20,123.16
C0621,2023-10-15,61.49
C0621,2023-11-28,93.46
C0622,2023-02-12,125.74
C0622,2023-10-20,65.9
C0622,2023-10-25,72.22
C0622,2023-11-05,108.21
C0622,2023-12-17,24.86
C0622,2023-12-20,121.96
C0623,2023-04-11,98.07
C0623,2023-05-24,30.05
C0623,2023-06-13,32.19
C0623,2023-11-25,31.3
C0623,2023-12-02,90.67
C0624,2023-02-27,50.4
C0624,2023-04-25,79.28
C0625,2023-01-04,9.09
C0625,2023-05-28,85.03
C0625,2023-07-18,168.53
C0625,2023-09-02,40.99
C0625,2023-09-28,8.02
C0625,2023-11-06,25.86
C0625,2023-11-28,111.62
C0626,2023-05-24,80.38
C0626,2023-06-04,220.71
C0626,2023-07-28,73.14
C0626,2023-11-26,75.9
C0626,2023-12-25,66.77
C0627,2023-03-29,69.66
C0627,2023-04-05,116.99
C0627,2023-05-07,97.6
C0627,2023-06-07,68.59
C0627,2023-06-20,23.04
C0628,2023-04-07,18.55
C0628,2023-06-10,32.52
C0628,2023-06-13,100.78
C0628,2023-07-15,86.52
C0629,2023-05-25,20.02
C0629,2023-06-24,61.0
C0629,2023-06-27,66.33
C0629,2023-11-24,303.01
C0629,2023-12-14,107.26
C0630,2023-01-04,16.36
C0630,2023-02-22,123.96
C0630,2023-02-22,61.49
C0630,2023-03-06,59.82
C0630,2023-07-14,23.99
C0630,2023-09-17,109.38
C0630,2023-10-22,86.61
C0631,2023-05-08,69.58
C0631,2023-06-01,138.85
C0631,2023-06-17,104.59
C0631,2023-08-18,27.93
C0632,2023-04-16,98.77
C0632,2023-06-05,193.21
C0632,2023-08-31,77.01
C0632,2023-11-21,126.32
C0633,2023-12-11,35.51
C0634,2023-03-20,34.73
C0634,2023-05-10,43.44
C0634,2023-05-28,33.3
C0635,2023-02-14,15.32
C0636,2023-01-20,42.37
C0636,2023-02-07,75.73
C0636,2023-02-24,34.55
C0636,2023-06-07,48.47
C0636,2023-07-04,91.96
C0636,2023-07-08,48.91
C0637,2023-01-26,64.7
C0637,2023-04-01,77.57
C0637,2023-04-03,15.41
C0637,2023-08-04,43.47
C0638,2023-02-16,64.5
C0638,2023-02-22,124.54
C0638,2023-03-26,23.14
C0638,2023-05-04,177.03
C0638,2023-10-10,63.62
C0638,2023-12-22,86.02
C0639,2023-06-26,38.2
C0639,2023-07-02,63.07
C0640,2023-01-15,163.99
C0640,2023-02-14,127.07
C0640,2023-06-01,52.11
C0640,2023-09-08,99.76
C0640,2023-10-08,168.17
C0640,2023-11-04,40.69
C0640,2023-12-29,54.89
C0641,2023-04-06,164.17
C0641,2023-04-21,40.4
C0641,2023-05-01,65.18
C0641,2023-05-06,42.22
C0641,2023-05-23,69.37
C0641,2023-08-26,42.16
C0641,2023-11-17,75.7
C0642,2023-08-27,70.61
C0643,2023-06-21,28.38
C0644,2023-02-08,62.75
C0644,2023-06-15,87.7
C0644,2023-08-10,92.33
C0645,2023-05-08,83.86
C0645,2023-06-02,34.66
C0645,2023-07-26,26.88
C0645,2023-08-25,18.96
C0645,2023-12-01,45.34
C0646,2023-04-24,62.33
C0646,2023-09-09,105.22
C0646,2023-09-12,44.38
C0646,2023-09-22,106.2
C0647,2023-01-08,13.86
C0647,2023-02-27,22.1
C0647,2023-04-29,52.06
C0647,2023-05-04,155.7
C0647,2023-05-13,98.71
C0647,2023-07-13,86.8
C0647,2023-11-15,119.31
C0648,2023-03-01,21.45
C0648,2023-08-05,44.23
C0649,2023-02-02,54.85
C0649,2023-08-23,111.1
C0650,2023-02-11,93.74
C0650,2023-04-08,45.26
C0650,2023-04-25,38.6
C0650,2023-10-23,17.94
C0651,2023-04-28,71.52
C0651,2023-05-04,14.69
C0651,2023-08-11,195.02
C0651,2023-08-24,100.3
C0651,2023-11-07,38.38
C0651,2023-11-08,70.31
C0652,2023-05-24,37.39
C0653,2023-05-02,44.43
C0653,2023-08-23,107.16
C0653,2023-09-20,204.99
C0653,2023-10-03,92.93
C0654,2023-06-17,58.33
C0655,2023-02-05,120.17
C0655,2023-07-23,10.45
C0655,2023-08-17,108.88
C0655,2023-10-16,27.81
C0655,2023-12-14,6.28
C0656,2023-01-20,106.24
C0656,2023-01-31,23.77
C0656,2023-04-15,112.06
C0656,2023-05-14,73.05
C0656,2023-07-31,11.57
C0657,2023-01-16,65.8
C0657,2023-02-15,48.27
C0657,2023-03-31,115.89
C0657,2023-04-13,149.81
C0657,2023-05-15,12.95
C0657,2023-07-24,14.84
C0658,2023-05-25,61.77
C0658,2023-07-08,57.19
C0658,2023-07-19,49.24
C0658,2023-07-28,90.56
C0658,2023-10-26,44.36
C0658,2023-12-14,144.93
C0659,2023-04-11,117.83
C0659,2023-12-06,50.12
C0660,2023-05-16,100.28
C0660,2023-07-08,103.52
C0660,2023-09-28,49.42
C0661,2023-06-11,9.73
C0662,2023-05-26,25.37
C0663,2023-02-13,198.32
C0663,2023-06-14,70.9
C0663,2023-08-08,160.5
C0663,2023-10-25,44.47
C0663,2023-11-15,27.59
C0663,2023-11-29,53.02
C0664,2023-07-12,3.1
C0664,2023-07-17,53.28
C0665,2023-04-02,10.32
C0665,2023-07-20,119.57
C0665,2023-08-24,57.04
C0666,2023-06-01,71.45
C0666,2023-08-08,170.45
C0666,2023-09-17,197.5
C0667,2023-01-12,97.69
C0667,2023-05-12,27.11
C0667,2023-07-14,185.93
C0667,2023-08-06,87.95
C0667,2023-12-09,92.44
C0668,2023-02-16,167.59
C0668,2023-03-03,125.22
C0668,2023-07-01,138.17
C0668,2023-12-07,97.94
C0669,2023-02-18,46.7
C0669,2023-04-08,62.37
C0669,2023-04-12,120.84
C0669,2023-05-08,46.83
C0669,2023-07-15,48.02
C0670,2023-09-21,102.21
C0671,2023-02-16,183.02
C0671,2023-03-01,80.78
C0671,2023-05-28,17.53
C0671,2023-07-06,137.56
C0671,2023-09-13,173.22
C0671,2023-11-16,105.34
C0671,2023-12-05,39.58
C0672,2023-04-08,113.71
C0672,2023-07-14,55.53
C0672,2023-11-25,28.66
C0672,2023-12-05,62.08
C0673,2023-02-26,18.8
C0673,2023-10-19,130.85
C0674,2023-09-11,61.98
C0674,2023-09-13,189.46
C0675,2023-04-09,96.47
C0675,2023-05-27,42.81
C0675,2023-07-15,108.89
C0675,2023-09-19,37.3
C0675,2023-10-31,92.08
C0675,2023-11-16,40.05
C0676,2023-02-23,153.58
C0676,2023-04-16,35.86
C0676,2023-04-24,48.09
C0676,2023-07-10,66.63
C0676,2023-08-31,68.95
C0677,2023-08-23,73.06
C0677,2023-11-03,222.94
C0678,2023-07-16,42.64
C0678,2023-07-20,53.74
C0678,2023-07-26,46.59
C0678,2023-11-26,170.48
C0678,2023-12-13,66.55
C0679,2023-04-09,87.17
C0679,2023-05-07,177.43
C0679,2023-05-25,155.9
C0679,2023-11-18,63.4
C0680,2023-03-18,36.89
C0680,2023-06-06,98.93
C0680,2023-08-13,122.46
C0680,2023-11-19,104.92
C0681,2023-05-15,35.53
C0682,2023-01-22,92.38
C0682,2023-06-18,93.7
C0682,2023-07-17,84.16
C0682,2023-09-04,52.15
C0682,2023-10-06,35.81
C0682,2023-11-04,52.02
C0683,2023-03-10,79.89
C0684,2023-06-03,41.3
C0685,2023-01-30,33.33
C0685,2023-03-31,288.99
C0685,2023-06-11,52.28
C0685,2023-08-13,106.96
C0685,2023-08-19,155.98
C0685,2023-10-23,92.38
C0685,2023-11-11,122.71
C0686,2023-01-03,32.9
C0686,2023-01-04,90.42
C0686,2023-03-27,14.04
C0686,2023-05-18,20.22
C0686,2023-09-23,45.54
C0686,2023-12-31,24.44
C0687,2023-01-22,66.34
C0688,2023-01-03,90.74
C0688,2023-02-21,23.19
C0688,2023-08-23,118.36
C0688,2023-10-09,204.67
C0688,2023-11-01,56.04
C0689,2023-01-01,96.44
C0689,2023-03-25,54.49
C0689,2023-04-19,49.63
C0689,2023-04-19,30.97
C0689,2023-09-19,132.38
C0689,2023-09-22,29.88
C0690,2023-01-27,82.22
C0690,2023-04-22,75.28
C0690,2023-09-03,42.58
C0690,2023-10-29,15.74
C0691,2023-05-12,52.94
C0691,2023-06-19,50.35
C0691,2023-07-06,96.55
C0691,2023-09-09,108.78
C0691,2023-11-28,18.48
C0692,2023-01-01,82.28
C0692,2023-01-31,50.38
C0692,2023-04-19,226.55
C0692,2023-06-07,38.87
C0692,2023-07-03,66.58
C0692,2023-08-21,83.01
C0692,2023-09-17,40.11
C0693,2023-03-21,70.96
C0693,2023-03-21,91.27
C0693,2023-03-30,64.53
C0693,2023-04-11,43.09
C0693,2023-04-22,8.47
C0693,2023-08-23,143.44
C0693,2023-10-28,34.86
C0694,2023-06-02,68.96
C0694,2023-06-10,47.43
C0694,2023-08-20,47.75
C0694,2023-10-10,9.13
C0694,2023-11-05,95.82
C0695,2023-04-24,63.25
C0695,2023-05-04,21.94
C0695,2023-12-07,110.22
C0696,2023-01-27,81.31
C0696,2023-10-31,191.74
C0697,2023-06-10,63.37
C0698,2023-02-07,135.51
C0699,2023-02-27,14.97
C0699,2023-02-27,30.27
C0699,2023-04-03,38.36
C0699,2023-05-09,59.42
C0699,2023-09-08,101.47
C0699,2023-09-18,132.38
C0699,2023-12-14,116.07
C0700,2023-01-07,121.75
